delivery_distance,order_value,traffic_severity,weather_severity,is_small_basket,is_long_distance,delivery_friction_index,delivery_delay
7.16,16.27,3,2,1,0,2.5,-7.76
7.73,9.97,2,1,1,0,1.5,-2.25
14.21,46.75,3,1,1,1,2.0,-5.76
6.75,9.3,2,1,1,0,1.5,-9.9
5.01,45.11,1,4,1,0,2.5,-6.39
8.19,30.59,1,1,1,0,1.0,-9.98
13.61,10.93,1,1,1,1,1.0,13.83
11.36,12.1,2,2,1,1,2.0,6.52
13.29,23.13,3,1,1,1,2.0,5.86
14.23,15.83,1,4,1,1,2.5,10.91
10.52,29.9,2,4,1,1,3.0,-8.47
4.36,17.11,2,4,1,0,3.0,-6.72
12.15,41.25,1,2,1,1,1.5,16.73
13.0,43.46,3,2,1,1,2.5,-1.03
14.82,26.82,3,1,1,1,2.0,-3.06
7.07,19.35,2,1,1,0,1.5,10.86
4.05,45.32,3,1,1,0,2.0,2.72
3.06,45.9,3,2,1,0,2.5,-7.76
4.09,22.15,2,1,1,0,1.5,-6.65
9.5,38.87,2,4,1,0,3.0,13.76
3.34,23.39,1,4,1,0,2.5,6.95
11.87,6.55,1,4,1,1,2.5,15.83
7.69,28.82,3,4,1,0,3.5,-1.93
12.01,35.95,1,4,1,1,2.5,19.37
8.17,13.55,1,2,1,0,1.5,3.74
10.08,37.46,3,4,1,1,3.5,5.8
8.04,11.56,2,1,1,0,1.5,16.3
9.44,42.52,1,2,1,0,1.5,19.32
9.31,39.15,2,1,1,0,1.5,-9.24
2.01,29.16,2,4,1,0,3.0,5.98
6.09,8.32,1,1,1,0,1.0,-7.99
7.93,32.93,3,4,1,0,3.5,-5.44
5.07,48.7,3,2,1,0,2.5,11.61
13.77,38.91,1,4,1,1,2.5,-4.78
14.93,25.99,1,2,1,1,1.5,-2.45
12.1,8.34,2,4,1,1,3.0,-5.41
9.34,37.94,3,4,1,0,3.5,16.64
10.65,38.26,2,4,1,1,3.0,-9.64
10.85,13.3,2,2,1,1,2.0,13.23
12.22,23.37,1,2,1,1,1.5,2.47
14.73,19.73,2,2,1,1,2.0,-3.08
2.85,23.44,1,1,1,0,1.0,19.57
10.29,25.2,2,1,1,1,1.5,16.96
9.04,32.63,3,2,1,0,2.5,6.17
5.57,43.69,3,4,1,0,3.5,15.54
2.25,41.81,2,1,1,0,1.5,18.25
4.09,26.54,2,2,1,0,2.0,0.59
14.37,14.66,1,1,1,1,1.0,15.33
3.73,45.16,1,2,1,0,1.5,-1.51
10.45,28.26,2,2,1,1,2.0,-6.01
14.27,32.48,2,2,1,1,2.0,3.95
14.6,22.09,3,2,1,1,2.5,-5.07
5.45,23.52,1,2,1,0,1.5,-6.87
13.63,45.49,3,4,1,1,3.5,-9.76
3.48,24.87,2,4,1,0,3.0,1.13
10.93,21.26,3,1,1,1,2.0,-1.96
5.68,18.18,2,1,1,0,1.5,-2.84
7.0,6.99,3,4,1,0,3.5,12.58
2.96,43.62,1,1,1,0,1.0,13.66
9.39,33.3,3,2,1,0,2.5,-0.33
12.4,38.88,3,1,1,1,2.0,3.88
9.65,40.61,2,2,1,0,2.0,-4.64
14.08,41.79,2,1,1,1,1.5,16.83
3.64,21.77,2,4,1,0,3.0,14.26
7.82,29.54,1,1,1,0,1.0,9.99
5.13,40.92,1,2,1,0,1.5,-4.72
10.53,23.3,2,1,1,1,1.5,2.79
12.54,9.82,3,4,1,1,3.5,1.38
8.75,16.89,2,4,1,0,3.0,12.83
13.77,34.57,3,1,1,1,2.0,12.23
12.89,40.18,1,2,1,1,1.5,12.51
10.32,14.79,1,1,1,1,1.0,-5.92
13.34,40.46,3,1,1,1,2.0,12.45
7.07,21.87,1,4,1,0,2.5,18.89
10.26,38.87,2,1,1,1,1.5,-0.38
8.18,27.81,1,4,1,0,2.5,0.18
11.21,9.42,2,4,1,1,3.0,1.83
13.68,30.9,1,4,1,1,2.5,-9.7
4.38,5.89,3,1,1,0,2.0,3.28
4.27,15.67,2,1,1,0,1.5,6.02
12.29,13.72,3,4,1,1,3.5,16.67
12.86,23.24,1,1,1,1,1.0,0.22
5.48,6.47,1,2,1,0,1.5,-6.2
10.76,42.67,1,1,1,1,1.0,16.14
3.18,40.05,2,2,1,0,2.0,-8.26
3.79,30.26,2,4,1,0,3.0,-7.22
11.37,15.47,2,1,1,1,1.5,17.96
5.17,34.37,1,4,1,0,2.5,11.23
2.13,49.41,2,1,1,0,1.5,-6.45
7.94,43.17,1,2,1,0,1.5,15.96
7.26,29.98,3,2,1,0,2.5,10.06
9.34,44.18,1,1,1,0,1.0,15.68
12.11,49.23,1,2,1,1,1.5,14.87
11.92,16.04,3,1,1,1,2.0,15.7
8.03,28.53,1,1,1,0,1.0,9.05
13.01,27.83,2,1,1,1,1.5,4.74
10.39,9.57,1,2,1,1,1.5,15.53
3.72,40.77,3,1,1,0,2.0,3.9
4.27,23.75,3,4,1,0,3.5,15.87
13.17,24.09,1,2,1,1,1.5,2.9
14.89,38.78,2,1,1,1,1.5,-0.63
13.72,46.79,3,2,1,1,2.5,-4.96
3.41,19.14,2,4,1,0,3.0,1.86
14.17,17.59,1,1,1,1,1.0,0.78
13.02,41.63,3,4,1,1,3.5,-5.45
8.94,28.54,2,1,1,0,1.5,-0.86
9.87,8.27,1,4,1,0,2.5,19.59
13.95,28.98,1,2,1,1,1.5,5.5
6.98,26.77,1,4,1,0,2.5,0.26
3.3,34.94,2,1,1,0,1.5,-6.41
5.11,40.64,3,4,1,0,3.5,0.79
7.78,10.25,1,2,1,0,1.5,11.21
11.72,10.23,1,4,1,1,2.5,-1.04
6.86,6.76,2,1,1,0,1.5,-5.65
6.67,32.59,1,4,1,0,2.5,6.75
9.7,35.37,1,1,1,0,1.0,-2.23
5.89,26.36,2,2,1,0,2.0,5.15
11.85,38.23,2,1,1,1,1.5,2.27
8.82,6.36,1,2,1,0,1.5,-2.42
5.03,15.4,2,1,1,0,1.5,1.94
10.32,6.16,2,2,1,1,2.0,-4.87
14.53,25.58,3,1,1,1,2.0,6.69
8.99,42.75,3,1,1,0,2.0,19.9
12.15,32.32,3,4,1,1,3.5,13.94
5.17,27.82,3,2,1,0,2.5,6.55
2.77,33.52,3,4,1,0,3.5,4.59
10.2,18.49,1,2,1,1,1.5,2.49
10.3,34.6,1,4,1,1,2.5,10.31
7.61,15.89,1,4,1,0,2.5,5.81
4.86,21.2,3,4,1,0,3.5,17.96
13.5,34.97,2,1,1,1,1.5,8.77
2.89,7.07,1,4,1,0,2.5,-2.45
7.56,36.41,3,2,1,0,2.5,-7.08
4.21,19.4,3,2,1,0,2.5,1.94
2.9,7.74,2,2,1,0,2.0,-6.22
6.18,17.21,2,1,1,0,1.5,5.52
5.04,49.51,1,4,1,0,2.5,1.57
5.89,48.85,2,2,1,0,2.0,10.31
8.98,30.87,2,4,1,0,3.0,19.34
6.12,22.28,2,1,1,0,1.5,6.53
4.41,24.56,2,4,1,0,3.0,-8.16
10.77,28.01,1,2,1,1,1.5,5.87
9.65,29.82,2,4,1,0,3.0,-6.96
9.54,12.5,1,4,1,0,2.5,-4.84
3.35,25.67,1,2,1,0,1.5,19.63
4.33,14.06,3,4,1,0,3.5,1.82
9.38,45.15,3,2,1,0,2.5,-8.56
11.59,34.41,3,1,1,1,2.0,2.33
6.73,42.7,3,2,1,0,2.5,-3.63
4.95,25.84,1,2,1,0,1.5,-0.65
12.09,9.83,3,2,1,1,2.5,-7.9
5.24,15.33,2,4,1,0,3.0,-1.21
9.91,10.11,3,4,1,0,3.5,8.99
3.59,21.53,1,4,1,0,2.5,17.91
6.34,40.99,1,1,1,0,1.0,3.54
2.2,27.96,3,1,1,0,2.0,13.05
9.15,43.07,3,2,1,0,2.5,17.52
4.22,14.75,1,2,1,0,1.5,-7.28
10.39,21.04,3,2,1,1,2.5,4.39
2.05,28.3,1,1,1,0,1.0,10.48
4.63,22.3,3,2,1,0,2.5,17.06
14.54,34.92,2,1,1,1,1.5,-4.14
6.69,40.84,2,4,1,0,3.0,17.25
2.02,34.46,2,1,1,0,1.5,-0.79
8.2,14.45,3,2,1,0,2.5,-2.82
8.59,40.21,2,2,1,0,2.0,14.73
4.97,32.46,3,4,1,0,3.5,13.78
9.31,31.99,3,1,1,0,2.0,-9.78
7.41,27.37,2,2,1,0,2.0,15.04
12.37,15.98,2,1,1,1,1.5,-7.68
10.73,14.8,2,2,1,1,2.0,13.28
13.12,12.42,3,1,1,1,2.0,0.32
4.67,47.56,2,1,1,0,1.5,8.25
10.11,17.77,2,4,1,1,3.0,6.6
9.03,21.25,2,2,1,0,2.0,1.84
2.39,12.67,2,1,1,0,1.5,13.76
14.11,14.79,2,1,1,1,1.5,8.53
9.99,8.94,1,4,1,0,2.5,-7.68
11.3,33.05,2,2,1,1,2.0,-7.79
7.4,23.93,3,1,1,0,2.0,-5.56
13.32,34.8,3,1,1,1,2.0,3.05
9.45,33.1,2,4,1,0,3.0,-5.56
4.84,21.51,3,2,1,0,2.5,13.72
3.37,8.4,2,4,1,0,3.0,19.47
11.54,35.8,2,4,1,1,3.0,11.31
5.1,48.4,3,2,1,0,2.5,4.08
7.54,44.58,1,1,1,0,1.0,17.22
2.35,24.65,1,2,1,0,1.5,2.82
5.21,5.05,3,2,1,0,2.5,5.72
8.05,42.98,2,4,1,0,3.0,1.34
2.96,24.26,3,4,1,0,3.5,1.94
10.57,22.92,2,4,1,1,3.0,11.71
3.18,33.26,1,4,1,0,2.5,-1.93
3.36,14.0,3,2,1,0,2.5,15.57
3.12,48.57,3,2,1,0,2.5,-8.94
13.85,46.8,2,4,1,1,3.0,-5.98
4.06,15.53,3,1,1,0,2.0,1.59
5.52,43.97,3,2,1,0,2.5,14.22
8.64,45.73,2,4,1,0,3.0,4.98
5.45,46.09,3,4,1,0,3.5,-6.81
9.11,45.15,1,4,1,0,2.5,19.87
2.41,45.11,2,1,1,0,1.5,9.6
4.03,14.83,2,1,1,0,1.5,9.29
14.53,17.88,2,2,1,1,2.0,3.31
11.37,11.05,2,4,1,1,3.0,13.5
5.57,14.25,3,4,1,0,3.5,10.95
10.73,16.41,1,1,1,1,1.0,-0.18
2.52,33.19,2,1,1,0,1.5,11.17
10.84,26.06,1,1,1,1,1.0,-6.73
8.64,16.19,2,1,1,0,1.5,6.18
5.66,13.51,3,2,1,0,2.5,11.57
10.44,17.28,1,4,1,1,2.5,-6.47
8.54,9.2,3,2,1,0,2.5,-0.07
3.56,47.51,1,1,1,0,1.0,9.96
8.36,33.42,1,1,1,0,1.0,11.65
6.36,46.23,1,2,1,0,1.5,17.92
2.82,9.39,1,4,1,0,2.5,17.51
10.51,22.33,3,4,1,1,3.5,0.87
14.58,9.0,1,2,1,1,1.5,16.53
7.88,16.79,1,1,1,0,1.0,-7.64
8.26,29.12,2,4,1,0,3.0,-1.09
3.65,9.08,1,4,1,0,2.5,12.22
2.78,8.12,2,1,1,0,1.5,-3.36
9.84,14.36,1,1,1,0,1.0,7.91
13.34,25.39,3,4,1,1,3.5,-6.82
4.89,44.81,2,1,1,0,1.5,10.81
7.41,22.46,2,1,1,0,1.5,-3.38
9.86,33.75,3,2,1,0,2.5,13.58
6.68,16.96,3,1,1,0,2.0,9.61
9.48,30.84,2,4,1,0,3.0,-2.13
12.29,28.0,1,2,1,1,1.5,5.92
10.49,17.84,3,4,1,1,3.5,6.0
10.16,20.2,3,1,1,1,2.0,0.46
4.15,24.32,3,2,1,0,2.5,19.14
4.2,37.8,1,2,1,0,1.5,10.41
6.69,17.19,2,2,1,0,2.0,16.79
2.23,38.97,3,1,1,0,2.0,15.5
8.76,44.2,2,2,1,0,2.0,13.39
7.7,9.49,2,2,1,0,2.0,-9.78
11.53,20.55,2,2,1,1,2.0,11.52
13.34,48.77,3,4,1,1,3.5,5.98
10.41,18.17,2,4,1,1,3.0,4.07
11.18,38.68,2,4,1,1,3.0,9.46
10.36,11.72,1,4,1,1,2.5,5.88
9.47,21.13,2,2,1,0,2.0,4.51
3.68,12.54,3,1,1,0,2.0,5.2
6.46,21.82,1,4,1,0,2.5,-7.97
11.55,14.67,3,1,1,1,2.0,9.89
14.34,19.2,3,1,1,1,2.0,18.06
12.1,29.3,3,1,1,1,2.0,-5.02
3.54,25.94,3,1,1,0,2.0,7.52
3.07,48.36,3,1,1,0,2.0,10.64
5.76,48.38,2,2,1,0,2.0,-1.06
6.97,9.29,1,1,1,0,1.0,7.99
9.23,38.23,1,4,1,0,2.5,16.28
6.59,25.49,3,4,1,0,3.5,0.79
6.71,27.08,1,1,1,0,1.0,9.25
2.78,38.06,1,4,1,0,2.5,7.97
13.65,46.54,1,4,1,1,2.5,-1.95
9.6,31.1,3,2,1,0,2.5,-9.7
4.82,14.46,2,2,1,0,2.0,6.24
4.46,45.12,3,2,1,0,2.5,0.29
7.33,12.05,2,4,1,0,3.0,18.06
10.93,18.88,1,4,1,1,2.5,1.04
3.94,24.61,2,4,1,0,3.0,16.01
5.83,29.51,1,4,1,0,2.5,14.21
3.21,24.13,1,4,1,0,2.5,18.51
2.27,9.32,1,1,1,0,1.0,-8.62
3.36,16.97,3,1,1,0,2.0,-9.81
13.99,41.39,2,4,1,1,3.0,-7.45
6.45,43.94,1,1,1,0,1.0,7.74
4.08,18.78,1,1,1,0,1.0,2.17
8.49,24.43,1,2,1,0,1.5,-2.64
14.97,10.56,1,2,1,1,1.5,6.7
7.36,42.79,1,1,1,0,1.0,7.11
6.73,16.43,2,1,1,0,1.5,12.96
5.19,45.03,3,1,1,0,2.0,1.55
14.38,47.25,1,2,1,1,1.5,15.02
13.68,13.37,2,1,1,1,1.5,18.68
11.45,41.71,2,2,1,1,2.0,-5.7
9.08,49.66,3,2,1,0,2.5,-6.97
14.04,24.96,1,4,1,1,2.5,0.86
8.45,42.65,3,1,1,0,2.0,17.43
8.43,6.49,1,4,1,0,2.5,-0.34
7.8,11.75,2,1,1,0,1.5,1.78
4.08,8.15,3,1,1,0,2.0,-8.97
14.29,6.71,1,2,1,1,1.5,4.58
7.89,10.13,3,1,1,0,2.0,17.6
13.88,27.45,1,4,1,1,2.5,-1.66
2.45,21.17,3,2,1,0,2.5,5.56
9.29,28.65,1,2,1,0,1.5,-0.37
11.4,33.75,3,2,1,1,2.5,6.64
13.41,49.39,1,4,1,1,2.5,12.73
8.73,31.67,2,4,1,0,3.0,8.84
4.59,6.44,1,2,1,0,1.5,6.69
4.33,13.7,3,4,1,0,3.5,17.54
3.6,45.96,2,2,1,0,2.0,9.93
14.6,34.66,3,2,1,1,2.5,0.03
3.24,22.9,3,1,1,0,2.0,5.8
6.47,31.22,1,2,1,0,1.5,-1.93
6.06,26.17,3,2,1,0,2.5,-0.93
13.73,23.54,3,1,1,1,2.0,17.13
7.03,17.39,1,4,1,0,2.5,-0.74
8.93,40.19,2,4,1,0,3.0,-8.07
8.9,36.76,3,1,1,0,2.0,15.86
12.29,45.12,2,1,1,1,1.5,16.07
7.73,6.32,2,2,1,0,2.0,-3.5
9.67,34.86,1,4,1,0,2.5,4.66
14.31,42.17,1,4,1,1,2.5,19.78
4.74,36.77,1,2,1,0,1.5,-4.37
14.98,19.91,1,1,1,1,1.0,-1.89
7.05,13.25,3,1,1,0,2.0,9.16
14.91,34.21,2,2,1,1,2.0,-8.7
2.05,39.51,3,1,1,0,2.0,-8.03
14.81,15.84,3,4,1,1,3.5,2.7
2.82,44.48,1,1,1,0,1.0,18.84
12.58,29.19,2,4,1,1,3.0,0.33
13.64,36.77,3,4,1,1,3.5,-7.1
6.83,23.36,2,4,1,0,3.0,-4.26
7.96,25.85,2,4,1,0,3.0,0.81
4.82,9.58,3,1,1,0,2.0,17.04
3.11,10.32,1,4,1,0,2.5,-4.37
13.11,14.97,2,2,1,1,2.0,15.52
8.17,42.58,2,2,1,0,2.0,-1.6
9.24,33.95,2,2,1,0,2.0,14.63
5.71,45.18,3,4,1,0,3.5,6.73
14.94,41.34,1,4,1,1,2.5,16.88
6.0,20.4,2,1,1,0,1.5,-4.18
2.51,36.72,1,2,1,0,1.5,-9.03
12.28,14.01,3,4,1,1,3.5,1.75
5.76,5.78,2,2,1,0,2.0,3.52
6.78,6.12,2,1,1,0,1.5,5.9
14.35,34.27,1,1,1,1,1.0,-4.76
7.46,27.11,1,2,1,0,1.5,5.86
4.74,42.36,2,2,1,0,2.0,3.38
5.36,5.03,2,1,1,0,1.5,11.85
13.57,19.29,3,1,1,1,2.0,15.69
12.63,10.67,2,4,1,1,3.0,4.17
2.44,6.16,3,4,1,0,3.5,14.42
14.41,6.35,1,2,1,1,1.5,10.0
9.73,46.21,1,4,1,0,2.5,0.49
12.86,36.11,3,4,1,1,3.5,-8.79
7.86,13.5,3,1,1,0,2.0,17.28
13.11,10.61,1,1,1,1,1.0,11.63
8.58,49.73,1,2,1,0,1.5,15.19
2.69,5.14,2,4,1,0,3.0,1.15
2.97,17.79,3,2,1,0,2.5,-1.37
11.37,48.7,1,4,1,1,2.5,-6.26
14.7,10.07,1,1,1,1,1.0,17.65
3.37,18.85,1,1,1,0,1.0,16.84
9.24,37.16,1,4,1,0,2.5,5.32
12.48,33.75,2,1,1,1,1.5,19.34
11.02,27.22,2,4,1,1,3.0,-1.43
13.11,30.35,2,2,1,1,2.0,9.63
2.85,43.58,2,2,1,0,2.0,-6.68
4.36,9.97,1,1,1,0,1.0,-2.88
5.24,38.8,2,1,1,0,1.5,-1.19
9.6,15.49,3,1,1,0,2.0,4.53
5.28,43.33,1,1,1,0,1.0,3.87
13.9,16.33,1,2,1,1,1.5,-9.21
3.85,38.54,2,2,1,0,2.0,2.45
14.38,49.22,2,4,1,1,3.0,8.92
11.59,19.84,2,1,1,1,1.5,8.91
12.36,34.92,2,1,1,1,1.5,8.36
7.73,8.52,2,4,1,0,3.0,-5.09
10.01,9.13,3,4,1,1,3.5,14.18
2.16,22.99,2,4,1,0,3.0,0.69
4.68,34.27,1,2,1,0,1.5,17.37
11.35,42.64,3,1,1,1,2.0,-0.25
14.38,20.77,2,1,1,1,1.5,18.25
8.4,18.27,3,4,1,0,3.5,14.06
2.02,40.24,2,1,1,0,1.5,1.37
11.87,26.69,3,2,1,1,2.5,-7.22
14.38,22.89,2,4,1,1,3.0,11.68
14.19,30.78,2,2,1,1,2.0,-1.31
10.59,32.64,1,1,1,1,1.0,-0.63
7.99,19.1,1,4,1,0,2.5,0.25
10.94,12.44,1,4,1,1,2.5,6.36
12.15,21.3,1,4,1,1,2.5,2.79
13.06,43.44,3,2,1,1,2.5,-8.67
3.2,29.59,2,1,1,0,1.5,7.19
2.51,31.49,2,1,1,0,1.5,12.06
3.25,29.45,2,1,1,0,1.5,-7.8
7.18,11.9,3,1,1,0,2.0,-9.26
3.74,25.27,3,2,1,0,2.5,10.52
2.23,18.0,2,2,1,0,2.0,17.25
5.52,12.25,3,2,1,0,2.5,18.75
9.95,40.62,2,4,1,0,3.0,9.2
6.87,20.46,3,4,1,0,3.5,-0.2
12.01,30.88,1,1,1,1,1.0,16.44
12.31,17.74,1,4,1,1,2.5,12.59
2.68,40.4,1,2,1,0,1.5,10.01
4.02,30.01,3,2,1,0,2.5,-8.93
12.67,42.46,2,2,1,1,2.0,11.74
6.55,20.19,2,4,1,0,3.0,12.14
14.32,39.29,1,4,1,1,2.5,-7.15
9.89,48.66,3,1,1,0,2.0,10.68
6.43,8.0,3,2,1,0,2.5,6.9
14.38,10.26,1,2,1,1,1.5,-2.22
6.36,34.17,3,4,1,0,3.5,3.28
2.15,45.63,2,1,1,0,1.5,8.95
7.55,35.95,1,4,1,0,2.5,5.99
12.94,14.56,2,1,1,1,1.5,15.45
12.29,37.54,2,1,1,1,1.5,17.91
7.27,30.46,3,4,1,0,3.5,-5.94
2.05,20.04,3,4,1,0,3.5,3.42
7.44,43.45,2,2,1,0,2.0,0.14
13.33,23.62,3,2,1,1,2.5,19.77
3.54,43.8,2,4,1,0,3.0,15.96
14.44,40.73,3,1,1,1,2.0,12.07
6.6,22.5,1,4,1,0,2.5,3.01
4.35,41.29,2,2,1,0,2.0,17.07
8.57,9.13,3,4,1,0,3.5,8.46
13.75,12.45,2,1,1,1,1.5,9.53
14.48,9.14,3,1,1,1,2.0,9.02
3.87,11.53,1,2,1,0,1.5,-8.14
4.32,9.27,3,4,1,0,3.5,-0.35
6.37,31.02,2,1,1,0,1.5,-1.15
8.44,41.46,2,4,1,0,3.0,6.98
12.94,34.91,3,4,1,1,3.5,7.37
5.78,16.87,2,4,1,0,3.0,-5.18
11.13,20.57,2,4,1,1,3.0,2.25
10.47,33.83,2,1,1,1,1.5,4.29
9.87,21.33,2,4,1,0,3.0,-1.53
13.25,16.91,1,2,1,1,1.5,16.5
8.79,7.47,1,4,1,0,2.5,-0.74
5.81,22.93,2,1,1,0,1.5,-7.51
4.51,11.63,2,2,1,0,2.0,-4.79
9.8,29.09,2,2,1,0,2.0,4.9
14.42,20.25,2,2,1,1,2.0,-6.3
10.32,25.24,1,2,1,1,1.5,7.16
10.29,39.54,2,4,1,1,3.0,1.88
12.68,12.96,2,2,1,1,2.0,-4.07
9.28,15.23,3,4,1,0,3.5,17.37
11.8,45.65,2,2,1,1,2.0,7.11
8.59,18.6,1,4,1,0,2.5,1.92
2.84,31.15,2,2,1,0,2.0,10.38
7.9,12.33,3,4,1,0,3.5,-5.68
3.4,37.72,1,1,1,0,1.0,17.65
10.91,42.2,3,2,1,1,2.5,9.09
4.87,6.58,2,4,1,0,3.0,6.65
4.6,45.08,1,2,1,0,1.5,10.97
10.34,13.68,2,1,1,1,1.5,15.09
12.22,17.83,1,4,1,1,2.5,5.88
2.74,35.43,2,4,1,0,3.0,-2.72
8.24,30.49,3,1,1,0,2.0,-2.95
14.13,25.52,3,4,1,1,3.5,4.43
5.36,46.84,2,2,1,0,2.0,1.69
7.7,22.91,2,4,1,0,3.0,-0.04
8.81,25.44,2,1,1,0,1.5,4.42
8.63,28.42,1,4,1,0,2.5,18.16
14.68,44.14,2,2,1,1,2.0,8.18
10.08,15.13,1,2,1,1,1.5,-5.69
4.88,5.94,2,1,1,0,1.5,18.83
5.35,32.49,1,4,1,0,2.5,2.88
8.05,38.64,3,2,1,0,2.5,5.59
13.49,46.61,3,4,1,1,3.5,-7.72
13.26,35.48,1,4,1,1,2.5,5.77
14.89,9.23,3,1,1,1,2.0,11.28
2.51,41.9,3,1,1,0,2.0,6.1
12.04,34.11,2,4,1,1,3.0,14.85
8.32,40.58,1,1,1,0,1.0,12.22
4.11,31.7,3,1,1,0,2.0,18.55
6.19,37.8,2,4,1,0,3.0,2.11
13.54,37.4,1,1,1,1,1.0,14.64
11.56,6.31,1,1,1,1,1.0,11.69
13.38,41.46,3,2,1,1,2.5,17.42
2.42,38.38,2,4,1,0,3.0,-4.38
8.2,15.91,2,4,1,0,3.0,3.98
12.09,29.09,1,1,1,1,1.0,-8.29
5.7,10.18,3,2,1,0,2.5,-6.96
13.22,29.3,3,2,1,1,2.5,-7.05
7.54,49.61,2,1,1,0,1.5,-5.93
12.55,10.68,2,2,1,1,2.0,6.15
8.0,48.03,1,4,1,0,2.5,3.32
3.74,6.18,3,1,1,0,2.0,9.85
13.23,9.12,2,4,1,1,3.0,14.43
3.48,10.31,3,1,1,0,2.0,16.86
4.9,34.07,3,2,1,0,2.5,-5.96
11.6,42.43,1,4,1,1,2.5,-8.07
10.21,31.71,2,2,1,1,2.0,2.86
6.97,28.38,2,1,1,0,1.5,8.44
2.46,26.91,1,1,1,0,1.0,12.19
13.56,16.36,2,4,1,1,3.0,2.86
8.41,32.57,2,1,1,0,1.5,5.51
5.32,28.39,3,4,1,0,3.5,11.75
4.43,40.27,1,1,1,0,1.0,0.19
4.14,33.44,1,2,1,0,1.5,12.67
14.81,9.21,2,4,1,1,3.0,1.92
5.72,25.82,1,2,1,0,1.5,6.88
13.21,48.74,2,1,1,1,1.5,2.7
3.02,39.89,1,2,1,0,1.5,-9.92
12.19,5.32,1,1,1,1,1.0,13.06
9.62,34.79,3,2,1,0,2.5,-1.32
9.22,7.11,1,4,1,0,2.5,13.66
6.21,15.64,1,4,1,0,2.5,19.66
14.07,32.05,3,1,1,1,2.0,-7.11
5.47,12.16,2,1,1,0,1.5,5.84
13.64,10.51,3,4,1,1,3.5,1.59
13.64,42.42,1,1,1,1,1.0,-8.6
7.64,7.34,1,1,1,0,1.0,0.72
2.21,23.37,2,1,1,0,1.5,-3.81
11.94,44.14,2,2,1,1,2.0,-5.8
14.5,48.24,3,1,1,1,2.0,16.28
7.0,22.3,2,4,1,0,3.0,-0.28
2.97,35.35,2,2,1,0,2.0,-6.0
9.24,6.41,3,2,1,0,2.5,0.34
8.27,38.99,3,1,1,0,2.0,19.75
12.66,46.55,3,1,1,1,2.0,-0.3
8.98,34.15,2,1,1,0,1.5,19.85
10.83,20.58,2,4,1,1,3.0,-8.84
4.61,47.85,3,1,1,0,2.0,14.32
4.24,13.29,3,4,1,0,3.5,7.29
6.57,42.58,1,4,1,0,2.5,16.14
2.85,11.0,3,1,1,0,2.0,4.54
7.06,9.71,3,2,1,0,2.5,14.7
14.84,14.09,1,2,1,1,1.5,17.29
7.98,23.78,2,1,1,0,1.5,4.19
12.8,27.54,1,2,1,1,1.5,-4.7
9.26,31.12,3,2,1,0,2.5,-8.03
4.73,37.58,1,4,1,0,2.5,8.65
2.08,13.69,2,1,1,0,1.5,-1.88
6.79,21.01,2,4,1,0,3.0,-4.56
9.65,35.11,1,1,1,0,1.0,6.09
6.65,42.4,3,1,1,0,2.0,10.15
10.38,22.54,1,4,1,1,2.5,-3.78
6.42,29.1,2,1,1,0,1.5,-3.61
13.68,7.93,3,1,1,1,2.0,3.65
14.36,12.47,2,4,1,1,3.0,-0.31
10.37,13.25,1,2,1,1,1.5,6.28
2.05,47.61,1,1,1,0,1.0,9.69
2.6,24.96,2,2,1,0,2.0,5.26
14.41,6.24,1,1,1,1,1.0,9.09
4.71,37.86,3,4,1,0,3.5,-5.42
12.91,48.45,2,2,1,1,2.0,18.8
5.27,26.93,2,4,1,0,3.0,-2.34
11.36,14.42,2,2,1,1,2.0,-8.88
8.16,49.3,3,4,1,0,3.5,19.2
9.78,48.13,1,2,1,0,1.5,-9.42
10.92,14.97,2,4,1,1,3.0,-1.35
4.61,42.6,2,1,1,0,1.5,18.89
7.63,6.35,3,1,1,0,2.0,-1.36
13.72,15.44,2,2,1,1,2.0,2.38
6.96,48.08,3,4,1,0,3.5,9.94
10.95,46.33,3,2,1,1,2.5,-0.98
6.36,34.83,1,1,1,0,1.0,-4.12
5.18,30.58,2,1,1,0,1.5,-5.14
5.33,49.96,2,4,1,0,3.0,3.25
9.7,6.03,1,2,1,0,1.5,11.56
4.85,28.07,2,2,1,0,2.0,7.46
14.52,42.21,2,2,1,1,2.0,-1.46
9.12,24.4,2,2,1,0,2.0,-4.95
3.2,38.45,2,2,1,0,2.0,6.38
2.55,17.74,2,4,1,0,3.0,-9.31
2.52,12.16,1,1,1,0,1.0,-1.14
12.06,28.63,3,1,1,1,2.0,3.15
14.26,23.74,3,4,1,1,3.5,10.91
13.06,47.48,3,2,1,1,2.5,-7.37
12.86,15.06,2,1,1,1,1.5,-1.8
11.44,14.42,1,1,1,1,1.0,-0.96
13.86,25.33,3,4,1,1,3.5,6.35
7.02,35.51,2,1,1,0,1.5,12.5
2.35,44.42,1,4,1,0,2.5,15.39
11.5,26.16,3,1,1,1,2.0,-5.4
9.15,12.13,3,2,1,0,2.5,18.79
3.42,11.91,2,2,1,0,2.0,8.11
5.54,45.41,2,2,1,0,2.0,0.06
6.25,24.1,3,4,1,0,3.5,-9.38
4.59,14.18,1,2,1,0,1.5,-1.72
11.74,8.67,1,1,1,1,1.0,-2.15
11.16,20.96,2,2,1,1,2.0,19.2
7.32,49.75,2,4,1,0,3.0,-2.93
